対象県（富山/石川/福井）	アンケート回答日	居住都道府県	性別	年代	職業	世帯年収	同伴者	満足度（旅行全体）	満足度理由	おすすめ度	回答場所
福井	2025/4/6 14:11	兵庫県	男	60代		900万円以上 1,000万円未満	夫婦2人	4	きれいで品揃えが良い	8	道の駅「若狭おばま」 エリア
福井	2025/4/6 14:02	福井県	女	40代		500万円以上 600万円未満	自分ひとり	3		8	越前陶芸村 エリア
福井	2025/4/6 13:55	大阪府	その他	50代		100万円未満	友人	4		7	若狭フィッシャーマンズワーフ エリア
福井	2025/4/6 13:53	京都府	男	50代		400万円以上 500万円未満	夫婦2人	5		9	福井駅前 エリア
福井	2025/4/6 13:51	京都府	女	50代		200万円以上 300万円未満	夫婦2人	5		10	福井駅前 エリア
福井	2025/4/6 13:45	兵庫県	男	40代		800万円以上 900万円未満	中学生以上連れの家族	4		7	三国湊 エリア
福井	2025/4/6 13:29	大阪府	女	60代		100万円未満	夫婦2人	5		8	名田庄 エリア
福井	2025/4/6 13:28	三重県	女	30代		200万円以上 300万円未満	親	5		8	大本山 永平寺 エリア
福井	2025/4/6 13:07	奈良県	女	60代		分からない/無回答	その他家族	5	寺院建築も庭も美しい	8	大本山 永平寺 エリア
福井	2025/4/6 13:06	福井県	女	60代		600万円以上 700万円未満	夫婦2人	3		10	道の駅「三方五湖」  エリア
福井	2025/4/6 12:58	奈良県	女	30代		分からない/無回答	小学生以下連れの家族	5		8	大本山 永平寺 エリア
福井	2025/4/6 12:51	京都府	男	20代		400万円以上 500万円未満	恋人	5	街全体が綺麗で、また訪れたいです。	10	越前大野城・城下町 エリア
福井	2025/4/6 12:49	福井県	男	50代		1,000万円以上 1,200万円未満	夫婦2人	4		10	日本海さかな街 エリア
福井	2025/4/6 12:43	福井県	男	40代		500万円以上 600万円未満	自分ひとり	5		8	ふくい鮮いちば エリア
福井	2025/4/6 12:40	福井県	男	40代		500万円以上 600万円未満	自分ひとり	5		9	福井駅前 エリア
福井	2025/4/6 12:39	大阪府	男	30代		900万円以上 1,000万円未満	小学生以下連れの家族	3		3	金ヶ崎 エリア
福井	2025/4/6 12:38	福井県	女	20代		500万円以上 600万円未満	恋人	5		9	えちぜん鉄道 松岡駅 エリア
福井	2025/4/6 12:36	福井県	女	50代		300万円以上 400万円未満	小学生以下連れの家族	4		7	メガネストリート エリア
福井	2025/4/6 12:28	大阪府	女	40代		700万円以上 800万円未満	小学生以下連れの家族	4		5	金ヶ崎 エリア
福井	2025/4/6 12:26	福井県	男	40代		500万円以上 600万円未満	小学生以下連れの家族	3		7	メガネストリート エリア
福井	2025/4/6 12:11	大阪府	女	50代		500万円以上 600万円未満	中学生以上連れの家族	5	綺麗で、駐車場も広い	9	JR美浜駅 エリア
福井	2025/4/6 12:02	石川県	女	50代		分からない/無回答	夫婦2人	5		9	えちぜん鉄道 松岡駅 エリア
福井	2025/4/6 11:58	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	福井駅前 エリア（宿泊施設）
福井	2025/4/6 11:57	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	道の駅「禅の里」 エリア
福井	2025/4/6 11:57	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	越前大野城・城下町 エリア
福井	2025/4/6 11:56	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	越前松島水族館 エリア
福井	2025/4/6 11:56	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	三国湊 エリア
福井	2025/4/6 11:55	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	あわら湯のまち エリア
福井	2025/4/6 11:54	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	花の駅 ゆりの里公園 エリア
福井	2025/4/6 11:54	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	丸岡城 エリア
福井	2025/4/6 11:53	東京都	女	50代		700万円以上 800万円未満	夫婦2人	4		8	敦賀市立博物館 エリア
福井	2025/4/6 11:53	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	えちぜん鉄道 永平寺口駅 エリア
福井	2025/4/6 11:53	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	えちぜん鉄道 松岡駅 エリア
福井	2025/4/6 11:52	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	一乗谷朝倉氏遺跡 エリア
福井	2025/4/6 11:52	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	名勝 養浩館庭園 エリア
福井	2025/4/6 11:51	福井県	男	60代		500万円以上 600万円未満	夫婦2人	4		8	福井駅前 エリア
福井	2025/4/6 11:41	福井県	男	30代		分からない/無回答	親	5		10	丸岡城 エリア
福井	2025/4/6 11:35	東京都	男	40代		600万円以上 700万円未満	その他家族	5	施設が綺麗	8	道の駅「越前」 エリア
福井	2025/4/6 11:32	岐阜県	女	50代		100万円未満	その他家族	4		8	かずら橋 エリア
福井	2025/4/6 11:25	岐阜県	男	30代		400万円以上 500万円未満	親	5		5	かずら橋 エリア
福井	2025/4/6 11:23	岐阜県	男	30代		400万円以上 500万円未満	親	4		8	道の駅「南えちぜん山海里」 エリア
福井	2025/4/6 11:22	岐阜県	女	50代		100万円未満	その他家族	4		8	道の駅「南えちぜん山海里」 エリア
福井	2025/4/6 11:15	愛知県	女	40代		分からない/無回答	小学生以下連れの家族	4		10	スキージャム勝山 エリア
福井	2025/4/6 10:19	奈良県	女	10代		300万円以上 400万円未満	その他家族	5		10	三国湊 エリア
福井	2025/4/6 10:12	富山県	男	40代		900万円以上 1,000万円未満	夫婦2人	5		6	丸岡城 エリア
福井	2025/4/6 10:05	富山県	男	40代		900万円以上 1,000万円未満	夫婦2人	4		6	一乗谷朝倉氏遺跡 エリア
福井	2025/4/6 10:05	埼玉県	女	50代		300万円以上 400万円未満	夫婦2人	5	綺麗な施設で恐竜もいて楽しい	10	福井駅前 エリア
福井	2025/4/6 9:53	石川県	無回答	50代		1,500万円以上	友人	4		8	あわら湯のまち エリア
福井	2025/4/6 9:41	滋賀県	男	30代		900万円以上 1,000万円未満	小学生以下連れの家族	5		8	かずら橋 エリア
福井	2025/4/6 9:38	滋賀県	女	20代		300万円以上 400万円未満	恋人	4		8	あわら湯のまち エリア
福井	2025/4/6 9:26	滋賀県	男	40代		600万円以上 700万円未満	小学生以下連れの家族	5		8	六呂師高原 エリア
福井	2025/4/6 9:08	福井県	女	30代		400万円以上 500万円未満	自分ひとり	4		5	福井駅前 エリア
福井	2025/4/6 9:01	福井県	女	40代		分からない/無回答	その他家族	4		8	道の駅「三方五湖」  エリア
福井	2025/4/6 8:58	京都府	女	40代		1,000万円以上 1,200万円未満	小学生以下連れの家族	4		8	道の駅「三方五湖」  エリア
福井	2025/4/6 8:48	千葉県	女	50代		400万円以上 500万円未満	夫婦2人	5		10	大本山 永平寺 エリア
福井	2025/4/6 8:46	愛知県	男	40代		500万円以上 600万円未満	小学生以下連れの家族	4		7	越前海岸 北部 エリア
福井	2025/4/6 7:25	福井県	女	30代		400万円以上 500万円未満	自分ひとり	4		5	JR芦原温泉駅 エリア
福井	2025/4/6 7:08	石川県	男	60代		800万円以上 900万円未満	自分ひとり	4		6	福井駅前 エリア（宿泊施設）
福井	2025/4/6 5:48	福井県	女	30代		400万円以上 500万円未満	自分ひとり	5		5	JR敦賀駅前 エリア
福井	2025/4/7 22:30	愛知県	女	50代		分からない/無回答	夫婦2人	5	広々としていて雰囲気がゆったりしている。建物に木や石を多く使っている造りもいい。平日の宿泊だったので宿泊客も少なくてよかった。	10	スキージャム勝山 エリア
福井	2025/4/7 21:43	福井県	女	40代		600万円以上 700万円未満	自分ひとり	4		10	道の駅「三方五湖」  エリア
福井	2025/4/7 20:39	愛知県	男	50代		分からない/無回答	夫婦2人	4		8	スキージャム勝山 エリア
福井	2025/4/7 19:41	福井県	女	50代		900万円以上 1,000万円未満	自分ひとり	5	きれいな道の駅で、トイレも便利だった。	10	北潟湖 エリア
福井	2025/4/7 19:07	福井県	女	70代		300万円以上 400万円未満	夫婦2人	4		6	丸岡城 エリア
福井	2025/4/7 18:26	福井県	男	60代		300万円以上 400万円未満	夫婦2人	4	自然豊かで食事も美味しい特にうなぎは最高です	8	道の駅「三方五湖」  エリア
福井	2025/4/7 17:55	東京都	女	40代		分からない/無回答	自分ひとり	5		10	福井駅前 エリア
福井	2025/4/7 17:13	福井県	女	60代		500万円以上 600万円未満	友人	4		9	三国湊 エリア
福井	2025/4/7 17:09	京都府	女	60代		分からない/無回答	夫婦2人	4		8	道の駅「越前」 エリア
福井	2025/4/7 17:05	京都府	男	70代		分からない/無回答	夫婦2人	4		7	道の駅「越前」 エリア
福井	2025/4/7 16:52	埼玉県	男	50代		800万円以上 900万円未満	自分ひとり	4		9	福井駅前 エリア
福井	2025/4/7 16:20	滋賀県	女	40代		100万円未満	小学生以下連れの家族	4		6	道の駅「禅の里」 エリア
福井	2025/4/7 16:13	岡山県	女	50代		200万円以上 300万円未満	友人	5		8	かつやま恐竜の森 エリア
福井	2025/4/7 16:08	愛知県	女	40代		500万円以上 600万円未満	学校関係（修学旅行・社会科見学等）	5		10	名田庄 エリア
福井	2025/4/7 15:11	滋賀県	女	50代		分からない/無回答	夫婦2人	5		10	道の駅「若狭おばま」 エリア
福井	2025/4/7 14:52	愛知県	男	20代		400万円以上 500万円未満	その他家族	5	高齢の親が行きたい場所に連れてこられてとても良かったです。	8	大本山 永平寺 エリア
福井	2025/4/7 14:50	愛知県	女	30代		300万円以上 400万円未満	その他家族	5		5	大本山 永平寺 エリア
福井	2025/4/7 14:17	兵庫県	男	40代		600万円以上 700万円未満	小学生以下連れの家族	5		10	かつやま恐竜の森 エリア
福井	2025/4/7 14:08	東京都	女	40代		分からない/無回答	自分ひとり	5		10	かつやま恐竜の森 エリア
福井	2025/4/7 13:32	大阪府	女	30代		600万円以上 700万円未満	小学生以下連れの家族	5		8	かつやま恐竜の森 エリア
福井	2025/4/7 12:49	福井県	女	50代		100万円以上 200万円未満	親	5	当時の雰囲気を存分に味わえる施設づくりにとても満足	10	一乗谷朝倉氏遺跡 エリア
福井	2025/4/7 11:19	福井県	男	40代		500万円以上 600万円未満	小学生以下連れの家族	4		7	かつやま恐竜の森 エリア
福井	2025/4/7 10:47	福井県	女	40代		900万円以上 1,000万円未満	小学生以下連れの家族	5		10	だるまちゃん広場 エリア
福井	2025/4/7 10:19	滋賀県	女	40代		100万円未満	小学生以下連れの家族	4		6	かつやま恐竜の森 エリア
福井	2025/4/7 9:42	福井県	女	50代		100万円以上 200万円未満	自分ひとり	4	予定外で訪れたので、切り絵御朱印を買ったら大きくて御朱印帳に貼れなかった&hellip;それ以外はとても満足です	9	大本山 永平寺 エリア
福井	2025/4/7 9:21	福井県	女	30代		分からない/無回答	親	5		10	あわら湯のまち エリア
福井	2025/4/7 9:18	京都府	女	50代		200万円以上 300万円未満	友人	4	アクティブ越前もやっていたら、とても満足だった。	9	道の駅「越前」 エリア
福井	2025/4/7 8:42	滋賀県	女	40代		100万円未満	小学生以下連れの家族	4		5	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/4/7 8:19	神奈川県	女	60代		分からない/無回答	夫婦2人	4		9	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/4/7 7:23	大阪府	男	40代		900万円以上 1,000万円未満	中学生以上連れの家族	4		9	あわら湯のまち エリア
福井	2025/4/7 4:44	大阪府	男	40代		600万円以上 700万円未満	夫婦2人	4		10	あわら湯のまち エリア
福井	2025/4/7 4:43	大阪府	女	40代		600万円以上 700万円未満	夫婦2人	5	館内の匂いが最高だった	10	あわら湯のまち エリア
福井	2025/4/8 22:23	三重県	男	60代		300万円以上 400万円未満	自分ひとり	4		7	道の駅「恐竜渓谷かつやま」 エリア
福井	2025/4/8 21:11	静岡県	男	50代		500万円以上 600万円未満	自分ひとり	4	上記と同じ	8	明通寺 エリア
福井	2025/4/8 19:01	大阪府	男	50代		分からない/無回答	夫婦2人	5		8	うるしの里 エリア
福井	2025/4/8 19:00	愛知県	女	30代		100万円以上 200万円未満	職場の同僚	5		10	道の駅「パークイン丹生ヶ丘」 エリア
福井	2025/4/8 18:58	愛知県	女	30代		100万円以上 200万円未満	職場の同僚	5		10	越前松島水族館 エリア
福井	2025/4/8 17:57	富山県	女	30代		500万円以上 600万円未満	小学生以下連れの家族	4		8	道の駅「越前」 エリア
福井	2025/4/8 17:08	石川県	女	50代		900万円以上 1,000万円未満	夫婦2人	5		10	小浜市 阿納 エリア
福井	2025/4/8 16:59	東京都	女	40代		1,500万円以上	親	5	恐竜が本当に素敵	10	福井駅前 エリア
福井	2025/4/8 16:54	滋賀県	女	60代		400万円以上 500万円未満	夫婦2人	5		10	JR美浜駅 エリア
福井	2025/4/8 16:54	京都府	女	20代		200万円以上 300万円未満	自分ひとり	4		9	一乗谷朝倉氏遺跡 エリア
福井	2025/4/8 16:38	奈良県	男	60代		300万円以上 400万円未満	自分ひとり	4	様々なサービスがある	7	日本海さかな街 エリア
福井	2025/4/8 16:13	福井県	女	70代		200万円以上 300万円未満	夫婦2人	5	足羽川の渓流に沿って施設が作られ、とても気持ちのいい場所だと思いました。	8	かずら橋 エリア
福井	2025/4/8 15:51	滋賀県	男	50代		100万円以上 200万円未満	夫婦2人	4		9	三国湊 エリア
福井	2025/4/8 15:49	福井県	女	30代		100万円以上 200万円未満	子どもとその友人	4		4	花の駅 ゆりの里公園 エリア
福井	2025/4/8 15:42	福井県	無回答	30代		分からない/無回答	自分ひとり	3		5	一乗谷朝倉氏遺跡 エリア
